Label	Text
subjective	a compelling , gut-clutching piece of advocacy cinema that carries you along in a torrent of emotion as it explores the awful complications of one terrifying day . 
subjective	intriguing documentary which is emotionally diluted by focusing on the story 's least interesting subject . 
subjective	what puzzles me is the lack of emphasis on music in britney spears ' first movie . 
objective	new york city homicide detective vincent lamarca has forged a long and distinguished career in law enforcement , making a name for himself as a man intensely committed to his work . 
subjective	i 'd be hard pressed to think of a film more cloyingly sappy than evelyn this year . 
objective	in addition , he finds a baffling pile of different passports , all with his picture , and a huge pile of cash . 
subjective	the film proves unrelentingly grim -- and equally engrossing . 
objective	arcangel and his son travel to hometown , the familiy house looks abandoned , only isabel , a misterious old woman , is there . 
subjective	the video work is so grainy and rough , so dependent on being 'naturalistic ' rather than carefully lit and set up , that it 's exhausting to watch . 
subjective	it 's lazy for a movie to avoid solving one problem by trying to distract us with the solution to another . 
subjective	a crackerjack genre piece ; what panic room aims for it accomplishes with deadly precision and edge-of-your-seat mastery . 
subjective	it uses some of the figures from the real-life story to portray themselves in the film . the result is a powerful , naturally dramatic piece of low-budget filmmaking . 
objective	shade is set in the world of poker hustlers working the clubs and martini bars of los angeles . 
objective	behind its doors , an elderly husband and wife guard a secret so dark and complex , no one else has ever shared it . 
subjective	the splendid ensemble cast inhabits these unglamorous roles with quiet gusto . 
objective	shot on location in the williamsburgh and flatbush neighborhoods of brooklyn , hung-up is a 35mm short story in the tradition of happy gilmore and taxi driver . 
subjective	exactly what you 'd expect from a guy named kaos . 
subjective	has little on its mind aside from scoring points with drag gags . 
objective	but fowler soon discovers cho cho is the only dog in the world who can speak to humans . . . 
objective	obviously a socialist commentary , poets is in turn informative , witty and thought-provoking . 
objective	ben stiller and jack black star as tim and nick , best friends , neighbors and co-workers , whose equal footing is suddenly tripped up when one of nick 's harebrained get-rich-quick schemes actually succeeds : vapoorizer , a spray that literally makes dog poop , or any other kind for that matter , evaporate into thin air -- to where exactly is anyone 's guess . 
objective	when rock star roddy usher 's wife is murdered , he 's sent to the county lunatic asylum , where the therapy is far more insane than the inmates . 
